Temperature,Humidity,DATE
31,9,14/4/2024 19:44:5
31,9,14/4/2024 19:44:15
31.1,9,14/4/2024 19:44:25
31,9,14/4/2024 19:44:35
31.1,9,14/4/2024 19:44:45
31,9,14/4/2024 19:44:55
31.1,9,14/4/2024 19:45:5
31,9,14/4/2024 19:45:15
31,9,14/4/2024 19:45:25
31,9,14/4/2024 19:45:36
31,9,14/4/2024 19:45:46
31,9,14/4/2024 19:45:56
31.1,10,14/4/2024 19:46:6
31,10,14/4/2024 19:46:16
31,9,14/4/2024 19:46:26
31.1,9,14/4/2024 19:46:36
31,9,14/4/2024 19:46:46
31,9,14/4/2024 19:46:56
31,9,14/4/2024 19:47:6
31.1,9,14/4/2024 19:47:17
31,9,14/4/2024 19:47:27
31.1,9,14/4/2024 19:47:37
31,9,14/4/2024 19:47:47
31.1,9,14/4/2024 19:47:57
31.1,9,14/4/2024 19:48:7
31.1,9,14/4/2024 19:48:17
31.1,9,14/4/2024 19:48:27
31.1,9,14/4/2024 19:48:37
31,9,14/4/2024 19:48:47
31,9,14/4/2024 19:48:58
31,9,14/4/2024 19:49:8
31.1,9,14/4/2024 19:49:18
31,9,14/4/2024 19:49:28
31,9,14/4/2024 19:49:38
31,9,14/4/2024 19:49:48
31,9,14/4/2024 19:49:58
31,9,14/4/2024 19:50:8
31,9,14/4/2024 19:50:18
31.1,9,14/4/2024 19:50:28
31,9,14/4/2024 19:50:39
31,9,14/4/2024 19:50:49
31,9,14/4/2024 19:50:59
31,9,14/4/2024 19:51:9
31,9,14/4/2024 19:51:19
31,9,14/4/2024 19:51:29
31,9,14/4/2024 19:51:39
31.1,9,14/4/2024 19:51:49
31,9,14/4/2024 19:51:59
31,9,14/4/2024 19:52:9
31,9,14/4/2024 19:52:20
31,9,14/4/2024 19:52:30
31,9,14/4/2024 19:52:40
31,9,14/4/2024 19:52:50
31,9,14/4/2024 19:53:0
31,9,14/4/2024 19:53:10
31,9,14/4/2024 19:53:20
31,9,14/4/2024 19:53:30
31,9,14/4/2024 19:53:40
31,9,14/4/2024 19:53:50
31,9,14/4/2024 19:54:1
31,9,14/4/2024 19:54:11
31,9,14/4/2024 19:54:21
31,9,14/4/2024 19:54:31
31,9,14/4/2024 19:54:41
31,9,14/4/2024 19:54:51
31,9,14/4/2024 19:55:1
31,9,14/4/2024 19:55:11
31,9,14/4/2024 19:55:21
31,9,14/4/2024 19:55:31
31,9,14/4/2024 19:55:42
31,9,14/4/2024 19:55:52
31,9,14/4/2024 19:56:2
31,9,14/4/2024 19:56:12
31,9,14/4/2024 19:56:22
31,9,14/4/2024 19:56:32
31,9,14/4/2024 19:56:42
30.9,8,14/4/2024 19:56:52
31,9,14/4/2024 19:57:2
31,9,14/4/2024 19:57:12
31,9,14/4/2024 19:57:23
31,9,14/4/2024 19:57:33
31,9,14/4/2024 19:57:43
31,9,14/4/2024 19:57:53
30.9,8,14/4/2024 19:58:3
31,9,14/4/2024 19:58:13
30.9,8,14/4/2024 19:58:23
31,9,14/4/2024 19:58:33
30.9,8,14/4/2024 19:58:43
30.9,8,14/4/2024 19:58:53
30.9,8,14/4/2024 19:59:4
31,9,14/4/2024 19:59:14
31,9,14/4/2024 19:59:24
31,9,14/4/2024 19:59:34
30.9,8,14/4/2024 19:59:44
31,9,14/4/2024 19:59:54
30.9,8,14/4/2024 20:0:4
30.9,8,14/4/2024 20:0:14
30.9,8,14/4/2024 20:0:24
31,9,14/4/2024 20:0:34
31,9,14/4/2024 20:0:45
31,9,14/4/2024 20:0:55
31,9,14/4/2024 20:1:5
30.9,8,14/4/2024 20:1:15
31,9,14/4/2024 20:1:25
30.9,8,14/4/2024 20:1:35
31,9,14/4/2024 20:1:45
30.9,8,14/4/2024 20:1:55
30.9,8,14/4/2024 20:2:5
31,9,14/4/2024 20:2:15
30.9,8,14/4/2024 20:2:26
31,9,14/4/2024 20:2:36
31,9,14/4/2024 20:2:46
30.9,8,14/4/2024 20:2:56
30.9,8,14/4/2024 20:3:6
31,9,14/4/2024 20:3:16
30.9,8,14/4/2024 20:3:26
31,9,14/4/2024 20:3:36
31,9,14/4/2024 20:3:46
31,9,14/4/2024 20:3:56
30.9,8,14/4/2024 20:4:7
30.9,8,14/4/2024 20:4:17
31,9,14/4/2024 20:4:27
31,9,14/4/2024 20:4:37
30.9,8,14/4/2024 20:4:47
31,9,14/4/2024 20:4:57
31,9,14/4/2024 20:5:7
31,9,14/4/2024 20:5:17
31,9,14/4/2024 20:5:27
31,9,14/4/2024 20:5:37
31,9,14/4/2024 20:5:48
31,9,14/4/2024 20:5:58
31,9,14/4/2024 20:6:8
30.9,8,14/4/2024 20:6:18
31,9,14/4/2024 20:6:28
31,9,14/4/2024 20:6:38
31,9,14/4/2024 20:6:48
31,9,14/4/2024 20:6:58
30.9,8,14/4/2024 20:7:8
30.9,8,14/4/2024 20:7:18
30.9,8,14/4/2024 20:7:29
31,9,14/4/2024 20:7:39
30.9,8,14/4/2024 20:7:49
30.9,8,14/4/2024 20:7:59
31,9,14/4/2024 20:8:9
30.9,8,14/4/2024 20:8:19
30.9,8,14/4/2024 20:8:29
30.9,8,14/4/2024 20:8:39
30.9,8,14/4/2024 20:8:49
30.9,8,14/4/2024 20:8:59
30.9,8,14/4/2024 20:9:9
30.9,8,14/4/2024 20:9:20
30.9,8,14/4/2024 20:9:30
30.9,8,14/4/2024 20:9:40
30.9,8,14/4/2024 20:9:50
30.9,8,14/4/2024 20:10:0
30.9,8,14/4/2024 20:10:10
30.9,8,14/4/2024 20:10:20
30.9,8,14/4/2024 20:10:30
30.9,8,14/4/2024 20:10:40
30.9,8,14/4/2024 20:10:50
30.9,8,14/4/2024 20:11:1
31,9,14/4/2024 20:11:11
31,9,14/4/2024 20:11:21
30.9,8,14/4/2024 20:11:31
30.9,8,14/4/2024 20:11:41
30.9,8,14/4/2024 20:11:51
30.9,8,14/4/2024 20:12:1
30.9,8,14/4/2024 20:12:11
30.9,8,14/4/2024 20:12:21
31,9,14/4/2024 20:12:31
31,9,14/4/2024 20:12:42
30.9,8,14/4/2024 20:12:52
31,9,14/4/2024 20:13:2
30.9,8,14/4/2024 20:13:12
30.9,8,14/4/2024 20:13:22
30.9,8,14/4/2024 20:13:32
31,9,14/4/2024 20:13:42
31,9,14/4/2024 20:13:52
31,9,14/4/2024 20:14:2
31,9,14/4/2024 20:14:13
31,9,14/4/2024 20:14:23
30.9,8,14/4/2024 20:14:33
30.9,8,14/4/2024 20:14:43
30.9,8,14/4/2024 20:14:53
31,9,14/4/2024 20:15:3
30.9,8,14/4/2024 20:15:13
31,9,14/4/2024 20:15:23
31,9,14/4/2024 20:15:33
31,9,14/4/2024 20:15:43
30.9,8,14/4/2024 20:15:54
30.9,8,14/4/2024 20:16:4
30.9,8,14/4/2024 20:16:14
31,9,14/4/2024 20:16:24
31,9,14/4/2024 20:16:34
30.9,8,14/4/2024 20:16:44
30.9,8,14/4/2024 20:16:54
30.9,8,14/4/2024 20:17:4
30.9,8,14/4/2024 20:17:14
30.9,8,14/4/2024 20:17:24
30.9,8,14/4/2024 20:17:35
30.9,8,14/4/2024 20:17:45
30.9,8,14/4/2024 20:17:55
30.9,8,14/4/2024 20:18:5
30.9,8,14/4/2024 20:18:15
30.9,8,14/4/2024 20:18:25
30.8,8,14/4/2024 20:18:35
30.9,8,14/4/2024 20:18:45
30.9,8,14/4/2024 20:18:55
30.9,8,14/4/2024 20:19:5
30.9,8,14/4/2024 20:19:16
30.9,8,14/4/2024 20:19:26
30.9,8,14/4/2024 20:19:36
30.9,8,14/4/2024 20:19:46
30.9,8,14/4/2024 20:19:56
30.9,8,14/4/2024 20:20:6
30.9,8,14/4/2024 20:20:16
30.9,8,14/4/2024 20:20:26
31,9,14/4/2024 20:20:36
30.9,8,14/4/2024 20:20:46
30.9,8,14/4/2024 20:20:57
30.9,8,14/4/2024 20:21:7
30.9,8,14/4/2024 20:21:17
30.9,8,14/4/2024 20:21:27
30.9,8,14/4/2024 20:21:37
30.9,8,14/4/2024 20:21:47
30.9,8,14/4/2024 20:21:57
30.9,8,14/4/2024 20:22:7
30.9,8,14/4/2024 20:22:17
30.9,8,14/4/2024 20:22:27
30.9,8,14/4/2024 20:22:38
30.8,8,14/4/2024 20:22:48
30.9,8,14/4/2024 20:22:58
30.8,8,14/4/2024 20:23:8
30.9,8,14/4/2024 20:23:18
30.8,8,14/4/2024 20:23:28
30.9,8,14/4/2024 20:23:38
30.9,8,14/4/2024 20:23:48
30.9,8,14/4/2024 20:23:58
30.8,8,14/4/2024 20:24:8
30.9,8,14/4/2024 20:24:19
30.9,8,14/4/2024 20:24:29
30.9,8,14/4/2024 20:24:39
30.9,8,14/4/2024 20:24:49
30.9,8,14/4/2024 20:24:59
30.9,8,14/4/2024 20:25:9
30.9,8,14/4/2024 20:25:19
30.9,8,14/4/2024 20:25:29
30.9,8,14/4/2024 20:25:39
30.9,8,14/4/2024 20:25:49
30.9,8,14/4/2024 20:26:0
30.8,8,14/4/2024 20:26:10
30.8,8,14/4/2024 20:26:20
30.8,8,14/4/2024 20:26:30
30.8,8,14/4/2024 20:26:40
30.8,8,14/4/2024 20:26:50
30.8,8,14/4/2024 20:27:0
30.8,8,14/4/2024 20:27:10
30.8,8,14/4/2024 20:27:20
30.8,8,14/4/2024 20:27:30
30.8,8,14/4/2024 20:27:41
30.8,8,14/4/2024 20:27:51
30.8,8,14/4/2024 20:28:1
30.8,8,14/4/2024 20:28:11
30.8,8,14/4/2024 20:28:21
30.8,8,14/4/2024 20:28:31
30.8,8,14/4/2024 20:28:41
30.8,8,14/4/2024 20:28:51
30.8,8,14/4/2024 20:29:1
30.8,8,14/4/2024 20:29:11
30.8,8,14/4/2024 20:29:22
30.8,8,14/4/2024 20:29:32
30.8,8,14/4/2024 20:29:42
30.8,8,14/4/2024 20:29:52
30.8,8,14/4/2024 20:30:2
30.8,8,14/4/2024 20:30:12
30.8,8,14/4/2024 20:30:22
30.8,8,14/4/2024 20:30:32
30.8,8,14/4/2024 20:30:42
30.8,8,14/4/2024 20:30:52
30.8,8,14/4/2024 20:31:3
30.8,8,14/4/2024 20:31:13
30.8,8,14/4/2024 20:31:23
30.8,8,14/4/2024 20:31:33
30.8,8,14/4/2024 20:31:43
30.8,8,14/4/2024 20:31:53
30.8,8,14/4/2024 20:32:3
30.9,8,14/4/2024 20:32:13
30.9,8,14/4/2024 20:32:23
30.9,8,14/4/2024 20:32:33
30.8,8,14/4/2024 20:32:44
30.9,8,14/4/2024 20:32:54
30.8,8,14/4/2024 20:33:4
30.8,8,14/4/2024 20:33:14
30.8,8,14/4/2024 20:33:24
30.8,8,14/4/2024 20:33:34
30.8,8,14/4/2024 20:33:44
30.8,8,14/4/2024 20:33:54
30.8,8,14/4/2024 20:34:4
30.8,8,14/4/2024 20:34:14
30.9,8,14/4/2024 20:34:25
30.9,8,14/4/2024 20:34:35
30.9,8,14/4/2024 20:34:45
30.8,8,14/4/2024 20:34:55
30.8,8,14/4/2024 20:35:5
30.8,8,14/4/2024 20:35:15
30.8,8,14/4/2024 20:35:25
30.8,8,14/4/2024 20:35:35
30.8,8,14/4/2024 20:35:45
30.8,8,14/4/2024 20:35:55
30.8,8,14/4/2024 20:36:6
30.8,8,14/4/2024 20:36:16
30.8,8,14/4/2024 20:36:26
30.8,8,14/4/2024 20:36:36
30.8,8,14/4/2024 20:36:46
30.8,8,14/4/2024 20:36:56
30.8,8,14/4/2024 20:37:6
30.8,8,14/4/2024 20:37:16
30.8,8,14/4/2024 20:37:26
30.8,8,14/4/2024 20:37:36
30.8,8,14/4/2024 20:37:47
30.8,8,14/4/2024 20:37:57
30.8,8,14/4/2024 20:38:7
30.8,8,14/4/2024 20:38:17
30.8,8,14/4/2024 20:38:27
30.8,8,14/4/2024 20:38:37
30.8,8,14/4/2024 20:38:47
30.8,8,14/4/2024 20:38:57
30.8,8,14/4/2024 20:39:7
30.8,8,14/4/2024 20:39:17
30.8,8,14/4/2024 20:39:28
30.8,8,14/4/2024 20:39:38
30.8,8,14/4/2024 20:39:48
30.8,8,14/4/2024 20:39:58
30.8,8,14/4/2024 20:40:8
30.8,8,14/4/2024 20:40:18
30.8,8,14/4/2024 20:40:28
30.8,8,14/4/2024 20:40:38
30.8,8,14/4/2024 20:40:48
30.8,8,14/4/2024 20:40:58
30.8,8,14/4/2024 20:41:9
30.8,8,14/4/2024 20:41:19
30.8,8,14/4/2024 20:41:29
30.8,8,14/4/2024 20:41:39
30.8,8,14/4/2024 20:41:49
30.8,8,14/4/2024 20:41:59
30.8,8,14/4/2024 20:42:9
30.8,8,14/4/2024 20:42:19
30.8,8,14/4/2024 20:42:29
30.8,8,14/4/2024 20:42:39
30.8,8,14/4/2024 20:42:50
30.8,8,14/4/2024 20:43:0
30.8,8,14/4/2024 20:43:10
30.8,8,14/4/2024 20:43:20
30.8,8,14/4/2024 20:43:30
30.8,8,14/4/2024 20:43:40
30.8,8,14/4/2024 20:43:50
30.8,8,14/4/2024 20:44:0
30.8,8,14/4/2024 20:44:10
30.8,8,14/4/2024 20:44:20
30.8,8,14/4/2024 20:44:31
30.8,8,14/4/2024 20:44:41
30.8,8,14/4/2024 20:44:51
30.8,8,14/4/2024 20:45:1
30.8,8,14/4/2024 20:45:11
30.8,8,14/4/2024 20:45:21
30.8,8,14/4/2024 20:45:31
30.8,8,14/4/2024 20:45:41
30.8,8,14/4/2024 20:45:51
30.8,8,14/4/2024 20:46:1
30.9,8,14/4/2024 20:46:12
30.8,8,14/4/2024 20:46:22
30.8,8,14/4/2024 20:46:32
30.8,8,14/4/2024 20:46:42
30.8,8,14/4/2024 20:46:52
30.8,8,14/4/2024 20:47:2
30.8,8,14/4/2024 20:47:12
30.8,8,14/4/2024 20:47:22
30.8,8,14/4/2024 20:47:32
30.8,8,14/4/2024 20:47:42
30.8,8,14/4/2024 20:47:53
30.8,8,14/4/2024 20:48:3
30.8,8,14/4/2024 20:48:13
30.8,8,14/4/2024 20:48:23
30.8,8,14/4/2024 20:48:33
30.8,8,14/4/2024 20:48:43
30.8,8,14/4/2024 20:48:53
30.7,8,14/4/2024 20:49:3
30.7,8,14/4/2024 20:49:13
30.8,8,14/4/2024 20:49:23
30.7,8,14/4/2024 20:49:34
30.8,8,14/4/2024 20:49:44
30.8,8,14/4/2024 20:49:54
30.7,8,14/4/2024 20:50:4
30.7,8,14/4/2024 20:50:14
30.8,8,14/4/2024 20:50:24
30.7,8,14/4/2024 20:50:34
30.7,8,14/4/2024 20:50:44
30.8,8,14/4/2024 20:50:54
30.8,8,14/4/2024 20:51:4
30.8,8,14/4/2024 20:51:15
30.7,8,14/4/2024 20:51:25
30.7,8,14/4/2024 20:51:35
30.7,8,14/4/2024 20:51:45
30.8,8,14/4/2024 20:51:55
30.7,8,14/4/2024 20:52:5
30.8,9,14/4/2024 20:52:15
30.8,9,14/4/2024 20:52:25
30.8,9,14/4/2024 20:52:35
30.8,9,14/4/2024 20:52:45
30.8,9,14/4/2024 20:52:56
30.8,8,14/4/2024 20:53:6
30.8,8,14/4/2024 20:53:16
30.8,9,14/4/2024 20:53:26
30.8,9,14/4/2024 20:53:36
30.8,9,14/4/2024 20:53:46
30.8,9,14/4/2024 20:53:56
30.8,9,14/4/2024 20:54:6
30.8,9,14/4/2024 20:54:16
30.8,9,14/4/2024 20:54:26
30.8,9,14/4/2024 20:54:37
30.8,9,14/4/2024 20:54:47
30.8,9,14/4/2024 20:54:57
30.8,8,14/4/2024 20:55:7
30.8,8,14/4/2024 20:55:17
30.8,8,14/4/2024 20:55:27
30.8,9,14/4/2024 20:55:37
30.8,9,14/4/2024 20:55:47
30.8,9,14/4/2024 20:55:57
30.8,9,14/4/2024 20:56:7
30.8,9,14/4/2024 20:56:18
30.8,9,14/4/2024 20:56:28
30.8,9,14/4/2024 20:56:38
30.8,9,14/4/2024 20:56:48
30.8,9,14/4/2024 20:56:58
30.8,8,14/4/2024 20:57:8
30.8,8,14/4/2024 20:57:18
30.8,8,14/4/2024 20:57:28
30.8,8,14/4/2024 20:57:38
30.8,9,14/4/2024 20:57:48
30.8,9,14/4/2024 20:57:59
30.8,8,14/4/2024 20:58:9
30.8,8,14/4/2024 20:58:19
30.8,8,14/4/2024 20:58:29
30.8,9,14/4/2024 20:58:39
30.8,8,14/4/2024 20:58:49
30.8,8,14/4/2024 20:58:59
30.8,8,14/4/2024 20:59:9
30.8,8,14/4/2024 20:59:19
30.8,8,14/4/2024 20:59:29
30.8,8,14/4/2024 20:59:40
30.8,8,14/4/2024 20:59:50
30.8,8,14/4/2024 21:0:0
30.8,8,14/4/2024 21:0:10
30.8,9,14/4/2024 21:0:20
30.8,8,14/4/2024 21:0:30
30.8,8,14/4/2024 21:0:40
30.8,8,14/4/2024 21:0:50
30.7,8,14/4/2024 21:1:0
30.7,8,14/4/2024 21:1:10
30.7,8,14/4/2024 21:1:21
30.7,8,14/4/2024 21:1:31
30.7,8,14/4/2024 21:1:41
30.7,8,14/4/2024 21:1:51
30.7,8,14/4/2024 21:2:1
30.7,8,14/4/2024 21:2:11
30.7,8,14/4/2024 21:2:21
30.7,8,14/4/2024 21:2:31
30.7,8,14/4/2024 21:2:41
30.7,8,14/4/2024 21:2:51
30.7,8,14/4/2024 21:3:2
30.7,8,14/4/2024 21:3:12
30.7,8,14/4/2024 21:3:22
30.7,8,14/4/2024 21:3:32
30.7,9,14/4/2024 21:3:42
30.7,9,14/4/2024 21:3:52
30.7,9,14/4/2024 21:4:2
30.7,9,14/4/2024 21:4:12
30.8,9,14/4/2024 21:4:22
30.7,9,14/4/2024 21:4:32
30.7,9,14/4/2024 21:4:43
30.8,9,14/4/2024 21:4:53
30.7,9,14/4/2024 21:5:3
30.8,9,14/4/2024 21:5:13
30.8,10,14/4/2024 21:5:23
30.8,9,14/4/2024 21:5:33
30.8,9,14/4/2024 21:5:43
30.8,9,14/4/2024 21:5:53
30.8,9,14/4/2024 21:6:3
30.8,10,14/4/2024 21:6:13
30.8,10,14/4/2024 21:6:24
30.8,10,14/4/2024 21:6:34
30.8,10,14/4/2024 21:6:44
30.8,10,14/4/2024 21:6:54
30.8,10,14/4/2024 21:7:4
30.8,10,14/4/2024 21:7:14
30.8,10,14/4/2024 21:7:24
30.8,10,14/4/2024 21:7:34
30.8,10,14/4/2024 21:7:44
30.8,10,14/4/2024 21:7:54
30.8,10,14/4/2024 21:8:5
30.8,10,14/4/2024 21:8:15
30.8,10,14/4/2024 21:8:25
30.8,10,14/4/2024 21:8:35
30.8,10,14/4/2024 21:8:45
30.8,10,14/4/2024 21:8:55
30.8,10,14/4/2024 21:9:5
30.8,10,14/4/2024 21:9:15
30.8,10,14/4/2024 21:9:25
30.8,10,14/4/2024 21:9:35
30.8,10,14/4/2024 21:9:46
30.8,10,14/4/2024 21:9:56
30.8,10,14/4/2024 21:10:6
30.8,10,14/4/2024 21:10:16
30.8,11,14/4/2024 21:10:26
30.8,10,14/4/2024 21:10:36
30.8,11,14/4/2024 21:10:46
30.8,10,14/4/2024 21:10:56
30.8,10,14/4/2024 21:11:6
30.8,10,14/4/2024 21:11:16
30.8,10,14/4/2024 21:11:27
31,11,14/4/2024 21:11:37
30.8,10,14/4/2024 21:11:47
30.8,10,14/4/2024 21:11:57
30.8,10,14/4/2024 21:12:7
30.8,10,14/4/2024 21:12:17
30.8,10,14/4/2024 21:12:27
30.8,10,14/4/2024 21:12:37
30.8,10,14/4/2024 21:12:47
30.8,10,14/4/2024 21:12:57
30.8,10,14/4/2024 21:13:8
30.8,10,14/4/2024 21:13:18
30.8,10,14/4/2024 21:13:28
30.8,10,14/4/2024 21:13:38
30.8,10,14/4/2024 21:13:48
30.8,10,14/4/2024 21:13:58
30.8,10,14/4/2024 21:14:8
30.8,10,14/4/2024 21:14:18
30.8,10,14/4/2024 21:14:28
30.8,10,14/4/2024 21:14:38
30.8,10,14/4/2024 21:14:49
30.8,10,14/4/2024 21:14:59
30.8,10,14/4/2024 21:15:9
30.8,10,14/4/2024 21:15:19
30.8,10,14/4/2024 21:15:29
30.8,11,14/4/2024 21:15:39
30.8,10,14/4/2024 21:15:49
30.8,10,14/4/2024 21:15:59
30.8,10,14/4/2024 21:16:9
30.8,10,14/4/2024 21:16:19
30.8,10,14/4/2024 21:16:30
30.8,11,14/4/2024 21:16:40
30.8,10,14/4/2024 21:16:50
30.8,11,14/4/2024 21:17:0
30.8,11,14/4/2024 21:17:10
30.8,11,14/4/2024 21:17:20
30.8,11,14/4/2024 21:17:30
30.8,11,14/4/2024 21:17:40
30.8,11,14/4/2024 21:17:50
30.8,11,14/4/2024 21:18:1
30.8,11,14/4/2024 21:18:11
30.8,10,14/4/2024 21:18:21
30.8,10,14/4/2024 21:18:31
30.8,10,14/4/2024 21:18:41
30.8,10,14/4/2024 21:18:51
30.8,10,14/4/2024 21:19:1
30.8,10,14/4/2024 21:19:11
30.8,10,14/4/2024 21:19:21
30.8,10,14/4/2024 21:19:31
30.8,10,14/4/2024 21:19:42
